SITE_NAME,DESCRIPTION,STATION_NAME,TRAMP_FARM_NAME,DATE_COLLECTED,LABORATORY_SAMPLE_NUMBER,AG-110M,AM-241,AM-241_chem,C-14,C-14_N,CE-144,CM-242,CM-243+244,CO-57,CO-58,CO-60,CR-51,CS-134,CS-137,CS-137+CS-134,EU-154,EU-155,H-3,I-125,I-129,I-131,K-40,MN-54,NB-95,NP-237,OBT,P-32,PB-210,PM-147,PO-210,PU-238,PU-239+240,PU-241,RA-226,RU-103,RU-106,S-35,SB-124,SB-125,SE-75,SR-90,TC-99,TH-228,TH-230,TH-232,TOTAL BETA,U-234,U-235,U-238,ZN-65,ZR-95
Sellafield,PEE - Edible winkle,Nethertown,N/A,2016-02-16,201628072,<0.14,13?1.1,11?0.67,130?10,25?0,<0.45,ND,ND,<0.06,<0.18,0.7?0.12,<6.2,<0.089,3.6?0.3,N/A,<0.26,<0.2,<25,N/A,<1.7,ND,93?7.2,<0.086,<0.46,N/A,<25,N/A,N/A,N/A,N/A,1?0.14,5.7?0.42,30?1.8,N/A,<0.39,<0.83,N/A,<0.46,0.38?0.2,<0.15,0.5?0.039,25?2,N/A,N/A,N/A,190?39,N/A,N/A,N/A,<0.24,<0.35
Sellafield,PEE - Edible winkle,Nethertown,N/A,2016-02-16,201628073,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.87?0.08,N/A,11?0.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,PEE - Edible winkle,Nethertown,N/A,2016-04-01,201630407,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.5?0.18,1.2?0.1,0.99?0.084,N/A,1?0.051,0.037?0.0059,0.96?0.047,N/A,N/A
Sellafield,PEE - Edible winkle,Nethertown,N/A,2016-04-12,201629050,<0.12,30?2.5,31?1.3,100?7.4,18?0,<0.4,ND,0.023?0.026,<0.051,<0.091,1?0.12,<1.4,<0.085,11?0.96,N/A,<0.25,<0.18,<25,N/A,<1.5,<1.8,69?5.6,<0.075,<0.14,N/A,36?20,N/A,N/A,N/A,N/A,2.7?0.35,15?1.1,90?5.7,N/A,<0.14,2.2?0.72,N/A,<0.17,0.29?0.17,<0.1,4.4?0.2,18?1.5,N/A,N/A,N/A,250?36,N/A,N/A,N/A,<0.18,<0.17
Sellafield,PEE - Edible winkle,Nethertown,N/A,2016-04-12,201629051,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3?0.24,N/A,13?1.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,PEE - Edible winkle,Nethertown,N/A,2016-04-12,201629524,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.025?0.0012,N/A,N/A,N/A,1.1?0.049,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,PEE - Edible winkle,Nethertown,N/A,2016-07-12,201630404,<0.069,19?1.6,19?0.83,140?9.7,23?0,<0.31,ND,0.015?0.017,<0.038,<0.052,0.64?0.077,<0.67,<0.05,4.6?0.39,N/A,<0.15,<0.15,62?22,N/A,<1.3,<0.35,90?6.8,<0.046,<0.067,N/A,38?22,N/A,N/A,N/A,N/A,1.8?0.23,8.6?0.65,53?3.6,N/A,<0.064,2.1?0.46,N/A,<0.093,0.41?0.16,<0.07,1.3?0.094,19?1.5,N/A,N/A,N/A,160?31,N/A,N/A,N/A,<0.11,<0.093
Sellafield,PEE - Edible winkle,Nethertown,N/A,2016-07-12,201630405,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.7?0.15,N/A,16?1.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,PEE - Edible winkle,Nethertown,N/A,2016-07-12,201630406,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.013?0.00069,N/A,N/A,N/A,0.47?0.035,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,PEE - Edible winkle,Nethertown,N/A,2016-10-01,201632004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.62?0.11,0.59?0.069,0.39?0.046,N/A,0.7?0.039,0.024?0.0039,0.63?0.035,N/A,N/A
Sellafield,PEE - Edible winkle,Nethertown,N/A,2016-10-05,201632002,<0.14,14?1.2,15?0.69,190?11,27?0,<0.44,ND,0.024?0.017,<0.053,<0.14,0.68?0.15,<2.4,<0.11,3.3?0.33,N/A,<0.33,<0.19,32?20,N/A,<1.3,ND,73?6.2,<0.11,<0.26,N/A,<25,N/A,N/A,N/A,N/A,1.2?0.14,6.1?0.42,37?2.4,N/A,<0.21,6.7?1.8,N/A,<0.31,<0.28,<0.13,1?0.074,26?2.2,N/A,N/A,N/A,100?27,N/A,N/A,N/A,<0.26,<0.28
Sellafield,PEE - Edible winkle,Nethertown,N/A,2016-10-05,201632003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.2?0.33,N/A,12?0.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,PEE - Edible winkle,Parton,N/A,2016-03-15,201629029,<0.16,11?1.1,11?0.64,98?7.5,19?0,<0.58,ND,ND,<0.076,<0.17,0.41?0.17,<3.9,<0.13,4.4?0.39,N/A,<0.34,<0.29,N/A,N/A,N/A,ND,70?5.9,<0.11,<0.34,N/A,N/A,N/A,N/A,N/A,N/A,0.94?0.13,4.9?0.37,27?1.8,N/A,<0.3,<1,N/A,<0.41,<0.32,<0.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.31,<0.34
Sellafield,PEE - Edible winkle,Parton,N/A,2016-03-15,201629031,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.7?0.32,N/A,7.5?0.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,PEE - Edible winkle,Parton,N/A,2016-03-15,201629033,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0095?0.00075,N/A,N/A,N/A,0.16?0.029,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,140?29,N/A,N/A,N/A,N/A,N/A
Sellafield,PEE - Edible winkle,Parton,N/A,2016-07-01,201633507,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.98?0.076,34?2.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,PEE - Edible winkle,Parton,N/A,2016-11-03,201633506,<0.099,13?1.1,13?0.85,120?9.8,26?0,<0.34,ND,ND,<0.04,<0.077,0.3?0.082,<0.94,<0.074,4?0.36,N/A,<0.23,<0.15,N/A,N/A,N/A,<0.66,86?6.8,<0.07,<0.1,N/A,N/A,N/A,N/A,N/A,N/A,0.97?0.13,5.7?0.43,30?2.1,N/A,<0.091,3.6?0.78,N/A,<0.16,<0.19,<0.086,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.17,<0.14
Sellafield,PEE - Edible winkle,Parton,N/A,2016-11-03,201633508,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.1?0.29,N/A,14?0.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,PEE - Edible winkle,Sellafield Tidal 2,N/A,2016-03-24,201629044,<0.096,3.6?0.32,3.8?0.25,N/A,N/A,<0.36,ND,ND,<0.045,<0.1,<0.086,<2.2,<0.087,3.3?0.28,N/A,<0.22,<0.16,N/A,N/A,N/A,ND,77?6,<0.075,<0.2,N/A,N/A,N/A,N/A,N/A,N/A,0.33?0.017,2.1?0.056,10?0.61,N/A,<0.16,<0.63,N/A,<0.23,<0.19,<0.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.16,<0.21
Sellafield,PEE - Edible winkle,Sellafield Tidal 2,N/A,2016-03-24,201629045,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27?20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35?24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,160?29,N/A,N/A,N/A,N/A,N/A
Sellafield,PEE - Edible winkle,Sellafield Tidal 2,N/A,2016-03-24,201629046,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13?0.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,PEE - Edible winkle,Sellafield Tidal 2,N/A,2016-07-01,201630903,N/A,N/A,N/A,50?7.1,22?0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.17?0.031,16?1.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,PEE - Edible winkle,Sellafield Tidal 2,N/A,2016-08-15,201630902,<0.097,0.85?0.24,0.81?0.064,N/A,N/A,<0.43,ND,ND,<0.052,<0.084,<0.075,<1.2,<0.076,0.9?0.12,N/A,<0.21,<0.2,N/A,N/A,N/A,<1,71?5.6,<0.07,<0.11,N/A,N/A,N/A,N/A,N/A,N/A,0.045?0.0035,0.29?0.01,1.4?0.19,N/A,<0.11,<0.6,N/A,<0.17,<0.18,<0.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.17,<0.15
Sellafield,PHT - Pheasant,N/A,ANIMAL,2016-11-01,201633363,<0.063,<0.11,0.0001?0.000057,37?2.1,N/A,<0.25,N/A,N/A,N/A,N/A,<0.06,N/A,<0.052,0.061?0.036,0.06?0.014,<0.2,<0.16,<4.9,N/A,<0.015,N/A,95?8.1,N/A,<0.076,N/A,<4.9,N/A,N/A,N/A,N/A,<0.000094,0.000055?0.000063,<0.45,N/A,<0.037,<0.4,N/A,N/A,<0.1,<0.064,<0.06,<0.097,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.052
Sellafield,PLE - European plaice,Drigg - Selker,N/A,2016-05-16,201629604,<0.079,<0.049,0.01?0.00054,98?6.9,16?0,<0.22,ND,ND,<0.028,<0.12,<0.051,<5.3,<0.053,1.6?0.16,N/A,<0.16,<0.084,N/A,N/A,<0.9,ND,70?5.4,<0.054,<0.43,N/A,N/A,N/A,N/A,N/A,N/A,0.00082?0.00015,0.0055?0.00047,<0.15,N/A,<0.3,<0.45,N/A,<0.31,<0.11,<0.085,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.16,<0.26
Sellafield,PLE - European plaice,Drigg - Selker,N/A,2016-05-16,201629605,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53?20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43?18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,110?20,N/A,N/A,N/A,N/A,N/A
Sellafield,PLE - European plaice,Drigg - Selker,N/A,2016-05-16,201629606,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.28?0.031,N/A,1.7?0.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,PLE - European plaice,Drigg - Selker,N/A,2016-07-01,201633501,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.036?0.027,3.4?0.37,0.078?0.011,<0.000084,<0.000084,N/A,0.022?0.002,0.00073?0.00026,0.02?0.002,N/A,N/A
Sellafield,PLE - European plaice,Drigg - Selker,N/A,2016-10-15,201633499,<0.081,<0.15,0.016?0.00092,140?9.1,23?0,<0.27,ND,ND,<0.034,<0.097,<0.059,<2.1,<0.058,1.8?0.16,N/A,<0.19,<0.12,N/A,N/A,<0.93,ND,89?6.7,<0.054,<0.19,0.00009?0.000031,N/A,N/A,N/A,<0.014,N/A,0.0012?0.00021,0.0078?0.00067,<0.19,N/A,<0.16,<0.48,N/A,<0.23,<0.14,<0.086,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.15,<0.17
Sellafield,PLE - European plaice,Drigg - Selker,N/A,2016-10-15,201633504,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.22?0.029,N/A,1.7?0.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,PLE - European plaice,W/A Commercial,N/A,2016-05-16,201629601,<0.094,<0.17,0.0087?0.00084,98?7.1,17?0,<0.31,ND,ND,<0.042,<0.16,<0.061,<7.5,<0.062,1.6?0.15,N/A,<0.2,<0.14,N/A,N/A,<1.3,ND,77?5.9,<0.068,<0.53,N/A,N/A,N/A,N/A,N/A,N/A,0.00074?0.00023,0.0043?0.00056,0.13?0.088,N/A,<0.39,<0.54,N/A,<0.37,<0.15,<0.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.19,<0.33
Sellafield,PLE - European plaice,W/A Commercial,N/A,2016-05-16,201629602,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51?22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56?18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,95?21,N/A,N/A,N/A,N/A,N/A
Sellafield,PLE - European plaice,W/A Commercial,N/A,2016-05-16,201629603,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.27?0.029,N/A,1.7?0.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,PLE - European plaice,W/A Commercial,N/A,2016-07-01,201630403,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.044,3.6?0.38,0.068?0.0096,<0.00009,<0.00014,N/A,0.025?0.002,0.0007?0.00025,0.023?0.002,N/A,N/A
Sellafield,PLE - European plaice,W/A Commercial,N/A,2016-07-10,201630401,<0.081,<0.14,0.01?0.00086,110?8.4,21?0,<0.36,ND,ND,<0.044,<0.091,<0.057,<1.9,<0.06,1.4?0.14,N/A,<0.18,<0.16,N/A,N/A,<0.78,ND,81?6.3,<0.061,<0.16,N/A,N/A,N/A,N/A,N/A,N/A,0.00099?0.00029,0.0052?0.00077,0.25?0.18,N/A,<0.14,<0.51,N/A,<0.18,<0.16,<0.098,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.15,<0.18
Sellafield,PLE - European plaice,W/A Commercial,N/A,2016-07-10,201630402,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.21?0.022,N/A,1.6?0.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,POK - Saithe,Sellafield Distance North,N/A,2016-03-09,201629684,<0.11,<0.062,N/A,N/A,N/A,<0.28,N/A,N/A,<0.036,<0.25,<0.063,ND,<0.065,0.18?0.068,N/A,<0.21,<0.1,N/A,N/A,N/A,ND,120?9.1,<0.07,<1.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.75,<0.58,N/A,<0.56,<0.13,<0.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.22,<0.48
Sellafield,POT - Potato,N/A,CROP,2016-08-08,201630734,<0.075,<0.085,0.00063?0.000094,18?2,N/A,<0.14,N/A,N/A,N/A,N/A,<0.041,N/A,<0.064,<0.061,0.041?0.0078,<0.19,<0.14,<2.8,N/A,<0.019,N/A,110?9.2,N/A,<0.071,N/A,<2.8,N/A,N/A,N/A,N/A,<0.000074,0.00074?0.00018,<0.37,N/A,<0.054,<0.29,N/A,N/A,<0.12,<0.051,0.032?0.029,N/A,N/A,N/A,N/A,N/A,0.013?0.002,0.00058?0.00045,0.0095?0.002,N/A,<0.12
Sellafield,RAB - Rabbit,N/A,ANIMAL,2016-10-17,201632574,<0.11,<0.12,0.00016?0.000057,15?1.5,N/A,<0.5,N/A,N/A,N/A,N/A,<0.094,N/A,<0.093,7.5?0.64,6.8?0.99,<0.31,<0.22,23?18,N/A,<0.02,N/A,100?9,N/A,<0.17,N/A,23?18,N/A,N/A,N/A,N/A,0.000034?0.000039,0.000097?0.000076,<0.28,N/A,<0.15,<0.56,N/A,N/A,<0.17,<0.059,<0.04,<0.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.087
Sellafield,SAM - Samphire,Ravenglass Estuary,N/A,2016-07-26,201630666,<0.083,1.5?0.13,N/A,N/A,N/A,<0.25,N/A,N/A,<0.03,<0.12,<0.066,<3.7,<0.062,0.64?0.085,N/A,<0.19,<0.092,N/A,N/A,N/A,ND,35?3,<0.064,<0.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.24,<0.55,N/A,<0.38,<0.14,<0.1,N/A,0.3?0.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.15,<0.22
Sellafield,SOI - Soil,N/A,"GRASS,SILAGE,SOIL",2016-08-15,201630864,<0.3,8?1.4,10?0.96,13?1.2,N/A,<1.8,N/A,N/A,N/A,N/A,0.71?0.24,N/A,<0.28,63?5.3,67?9.7,<0.61,<0.89,<2.2,N/A,0.059?0.064,N/A,420?32,N/A,<0.47,N/A,<2.2,N/A,N/A,N/A,N/A,1?0.11,43?1.8,45?8.2,14?1.7,<0.5,<2,N/A,N/A,<0.73,<0.44,7.7?0.46,<1.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.55
Sellafield,UMK-Unpasteurised Milk,N/A,SE14,2013-04-08,2013002016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.004?0.0078,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE08,2016-01-04,201627362,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.01?0.0061,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE09,2016-01-04,201627366,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE11,2016-01-04,201627368,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE14,2016-01-04,201627370,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.006?0.0044,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE08,2016-01-11,201627427,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE09,2016-01-11,201627429,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE11,2016-01-11,201627431,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.008?0.0082,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE14,2016-01-11,201627433,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE15,2016-01-11,201627441,<0.069,<0.09,N/A,N/A,N/A,<0.29,N/A,N/A,N/A,N/A,<0.072,N/A,<0.076,0.14?0.044,N/A,<0.25,<0.14,N/A,N/A,N/A,N/A,42?4.9,N/A,<0.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.043,<0.21,N/A,N/A,<0.14,<0.055,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.072
